linenum,price,lat,lng,location,flatBuildingtype,flatFloorCount,numberOfRooms,buildingFloorPosition,livingArea,url,bathrooms with toilet,toilets
23,218.000 €,,,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,,62,https://www.njuskalo.hr/nekretnine/dvosobni-stan-prekrasnom-terasom-pogledom-more-vrhunskoj-lok-oglas-41676314,1,
24,750.000 €,,,Dubrovnik,U stambenoj zgradi,Jednoetažni,4-sobni,,137,https://www.njuskalo.hr/nekretnine/stan-atraktivnoj-lokaciji-velikim-vrtom-centru-grada-dubrovnik-oglas-41250483,2,
25,770.000 €,42.642250857924,18.107066198471,Dubrovnik,U stambenoj zgradi,Jednoetažni,5+ sobni,4.,134,https://www.njuskalo.hr/nekretnine/cetverosoban-stan-jedinstvenoj-lokaciji-neposredna-blizina-straduna-oglas-41237346,1,1
26,399.000 €,42.644181757512,18.118336839433,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,2.,68,https://www.njuskalo.hr/nekretnine/moderan-dvosoban-stan-ocaravajucim-pogledom-otok-lokrum-oglas-40482960,1,
27,210.000 €,42.856324807506,17.684336722118,Ston,U kući,Višeetažni,3-sobni,Prizemlje,150,https://www.njuskalo.hr/nekretnine/ston-hodilje-stan-kamenoj-kuci-rivi-oglas-40984251,1,
28,185.000 €,42.991092696902,17.128703959402,Orebić,U stambenoj zgradi,Višeetažni,2-sobni,Prizemlje,58,https://www.njuskalo.hr/nekretnine/peljesac-kuciste-lijepi-jednosobni-stan-blizu-plaze-58-m2-oglas-40072134,1,2
29,280.000 €,42.584402082549,18.212169441196,Konavle,U stambenoj zgradi,Jednoetažni,4-sobni,Prizemlje,85,https://www.njuskalo.hr/nekretnine/cavtat-moderan-obiteljski-stan-65-m2-oglas-40950233,2,
30,188.000 €,42.67663398689,18.112344715677,Dubrovnik - Okolica,U stambenoj zgradi,Jednoetažni,2-sobni,,51,https://www.njuskalo.hr/nekretnine/dubrovnik-mokosica-jednosoban-prostrani-stan-51-m2-oglas-41326255,1,
31,160.000 €,42.62678624042225,18.160298517535885,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,2-sobni,1.,47,https://www.njuskalo.hr/nekretnine/prodaje-se-potpuno-namjesten-stan-zupi-dubrovackoj-oglas-41988381,1,
32,234.000 €,42.62275116084529,18.215093618863065,Župa Dubrovačka,U stambenoj zgradi,Višeetažni,2-sobni,,57,https://www.njuskalo.hr/nekretnine/novogradnja-prodaju-vise-stanova-zupi-dubrovackoj-oglas-39905008,1,
33,369.000 €,42.947760472629,17.167760689105,Korčula,U stambenoj zgradi,Jednoetažni,4-sobni,,129,https://www.njuskalo.hr/nekretnine/korcula-dvoetazni-penthouse-novogradnji-pogled-more-129-m2-oglas-40513702,2,1
34,315.000 €,42.981085,17.489409,Slivno,U kući,Jednoetažni,4-sobni,3.,99,https://www.njuskalo.hr/nekretnine/prodaja-stan-duba-duba-1-6-4s-99m2-oglas-42267707,,
35,153.000 €,42.945709,17.145225,Korčula,U kući,Jednoetažni,4-sobni,1.,90,https://www.njuskalo.hr/nekretnine/veliki-stan-pogledom-prirodu-korcula-90-m2-oglas-42267706,,
36,120.000 €,42.945654,17.133677,Korčula,U stambenoj zgradi,Jednoetažni,1-sobni,Prizemlje,37,https://www.njuskalo.hr/nekretnine/stan-zrnovu-korcula-moguca-kupnja-putem-kredita-oglas-42267704,,
37,380.000 €,42.788392,17.885075,Dubrovačko Primorje,U kući,Jednoetažni,3-sobni,Prizemlje,72,https://www.njuskalo.hr/nekretnine/stan-pogledom-pored-plaze-72.54-m2-dubrovacko-primorje-slano-oglas-42267702,,
38,99.575 €,42.9592365,16.7191104,Vela Luka,U stambenoj zgradi,Jednoetažni,1-sobni,Visoko prizemlje,39,https://www.njuskalo.hr/nekretnine/prekrasan-jednosobni-stan-novogradnji-vela-luka-oglas-42267171,1,
39,110.000 €,43.055238404379,17.450559608033,Ploče,U kući,Jednoetažni,2-sobni,Visoko prizemlje,110,https://www.njuskalo.hr/nekretnine/stablina-ploce-stan-apartman-110-m2-okucnicom-video-oglas-42263430,1,
40,138.000 €,43.03591242115006,17.639744035176538,Metković,U stambenoj zgradi,Jednoetažni,3-sobni,2.,93,https://www.njuskalo.hr/nekretnine/stan-metkovic-93.00-m2-oglas-38394113,1,1
41,437.815 €,42.94682259367245,17.1707713477292,Korčula,U stambenoj zgradi,Dvoetažni,3-sobni,2.,140,https://www.njuskalo.hr/nekretnine/korcula-140.00-m2-novogradnja-dvoetazan-stan-pogledom-more-oglas-41093040,2,2
42,369.000 €,42.946822593672,17.170771347729,Korčula,U stambenoj zgradi,Dvoetažni,3-sobni,2.,126,https://www.njuskalo.hr/nekretnine/korcula-126.00-m2-novogradnja-dvoetazan-cetverosoban-stan-pogled-oglas-41080531,2,2
43,219.000 €,42.675425720824,18.113392710613,Dubrovnik - Okolica,U stambenoj zgradi,Jednoetažni,3-sobni,1.,84,https://www.njuskalo.hr/nekretnine/dubrovnik-okolica-obuljeno-trosoban-stan-nkp-84-m2-oglas-41109330,,
44,772.000 €,42.9393916,16.7918946,Blato,U stambenoj zgradi,Jednoetažni,2-sobni,2.,193,https://www.njuskalo.hr/nekretnine/penthouse-bazenom-plazu-korcula-oglas-40575532,2,1
45,380.000 €,,,Dubrovnik,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,87,https://www.njuskalo.hr/nekretnine/prostrani-stan-adaptaciju-plocama-dubrovnik-oglas-39080748,2,
46,1.150.000 €,42.942235762126,17.105704121608,Korčula,U stambenoj zgradi,Jednoetažni,2-sobni,1.,168,https://www.njuskalo.hr/nekretnine/korcula-luksuzan-dvosoban-stan-pogledom-more-nkp-168.76m2-oglas-37716057,,
47,518.000 €,42.958997842951,16.716728206181,Vela Luka,U stambenoj zgradi,Jednoetažni,3-sobni,3.,148,https://www.njuskalo.hr/nekretnine/korcula-prekrasan-stan-zadnjem-katu-pogledom-more-oglas-37326299,,
48,422.000 €,42.658056045845,18.075159238573,Dubrovnik,U stambenoj zgradi,Jednoetažni,4-sobni,Prizemlje,111,https://www.njuskalo.hr/nekretnine/dubrovnik-lapad-dva-stana-ukupne-povrsine-111-m2-oglas-39832622,,
49,518.000 €,42.958997842951,16.716728206181,Vela Luka,U stambenoj zgradi,Jednoetažni,3-sobni,2.,148,https://www.njuskalo.hr/nekretnine/korcula-komforan-trosoban-stan-1-red-more-oglas-37326297,,
50,518.000 €,42.960254120019,16.716728198419,Vela Luka,U stambenoj zgradi,Jednoetažni,3-sobni,1.,148,https://www.njuskalo.hr/nekretnine/korcula-luksuzan-trosoban-stan-more-oglas-37326311,,
51,131.200 €,43.054903482761,17.650565984557,Metković,U stambenoj zgradi,Višeetažni,2-sobni,3.,65,https://www.njuskalo.hr/nekretnine/metkovic-przine-dvosobni-stanovi-treci-kat-oglas-39181503,,
52,131.200 €,43.054903482761,17.650565984557,Metković,U stambenoj zgradi,Višeetažni,2-sobni,2.,65,https://www.njuskalo.hr/nekretnine/metkovic-przine-dvosobni-stanovi-drugi-kat-oglas-39181486,,
53,540.000 €,42.942235762126,17.105704121608,Korčula,U stambenoj zgradi,Jednoetažni,1-sobni,Prizemlje,99,https://www.njuskalo.hr/nekretnine/korcula-komforan-jednosoban-stan-pogledom-vrt-izgradnji-oglas-37716130,,
54,528.937 €,42.958997842951,16.716728206181,Vela Luka,U stambenoj zgradi,Jednoetažni,3-sobni,2.,152,https://www.njuskalo.hr/nekretnine/korcula-moderan-trosoban-stan-lijepim-pogledom-more-oglas-37326300,,
55,528.937 €,42.960254120019,16.716728198419,Vela Luka,U stambenoj zgradi,Jednoetažni,3-sobni,1.,152,https://www.njuskalo.hr/nekretnine/korcula-moderan-trosoban-stan-lijepoj-poziciji-oglas-37326307,,
56,540.000 €,42.942235762126,17.105704121608,Korčula,U stambenoj zgradi,Jednoetažni,1-sobni,Prizemlje,87,https://www.njuskalo.hr/nekretnine/korcula-komforan-jednosoban-stan-pogledom-vrt-izgradnji-oglas-37716133,,
57,528.937 €,42.958997842951,16.716728206181,Vela Luka,U stambenoj zgradi,Jednoetažni,3-sobni,3.,153,https://www.njuskalo.hr/nekretnine/korcula-moderan-trosoban-stan-otvorenim-pogledom-more-oglas-37326306,,
58,131.200 €,43.054903482761,17.650565984557,Metković,U stambenoj zgradi,Višeetažni,2-sobni,1.,65,https://www.njuskalo.hr/nekretnine/metkovic-przine-dvosobni-stanovi-prvi-kat-oglas-39181507,,
59,131.200 €,43.054903482761,17.650565984557,Metković,U stambenoj zgradi,Višeetažni,2-sobni,4.,65,https://www.njuskalo.hr/nekretnine/metkovic-przine-dvosobni-stanovi-cetvrti-kat-oglas-39181491,,
60,490.000 €,42.642453617882,18.107237719936,Dubrovnik,U stambenoj zgradi,Dvoetažni,3-sobni,Prizemlje,60,https://www.njuskalo.hr/nekretnine/prodaja-stana-starom-gradu-oglas-37397506,1,
61,580.000 €,42.664631792658,18.066683891324,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,1.,102,https://www.njuskalo.hr/nekretnine/lapadu-prodaja-trosobnog-stana-pogledom-more-oglas-41528976,2,
62,115.000 €,42.99908298794405,17.28388541791187,Trpanj,U kući,Jednoetažni,1-sobni,Visoko prizemlje,184,https://www.njuskalo.hr/nekretnine/trpanj-peljesac-stan-apartman-renovaciju-pogledom-more-oglas-42259885,1,
63,3.300 €,42.627556538898,18.162136668504,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,4-sobni,Visoko prizemlje,90,https://www.njuskalo.hr/nekretnine/zupa-dubrovacka-cibaca-dvosoban-stan-garsonijera-parkirno-mjesto-oglas-40996632,2,
64,469.000 €,42.659595461747,18.090962978925,Dubrovnik,U stambenoj zgradi,Dvoetažni,4-sobni,4.,120,https://www.njuskalo.hr/nekretnine/dubrovnik-gruz-dvoetazni-stan-odlicnim-rasporedom-120-m2-oglas-39713161,2,
65,229.500 €,42.627547878568,18.160525629533,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,3-sobni,,82,https://www.njuskalo.hr/nekretnine/novogradnja-dvosobni-stan-oglas-39268411,1,1
66,201.350 €,42.62695404972,18.162524477002,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,67,https://www.njuskalo.hr/nekretnine/dvosobni-stan-zupa-dubrovacka-blizina-dubrovnika-oglas-40100998,1,
67,375.000 €,42.988008284979,17.156487289013,Orebić,U stambenoj zgradi,Jednoetažni,5+ sobni,Prizemlje,146,https://www.njuskalo.hr/nekretnine/korcula-orebic-pogorje-2-stana-88-58-m2-350-m2-okucnice-oglas-36053858,2,
68,250.000 €,42.949955837515,17.143750696008,Korčula,U stambenoj zgradi,Jednoetažni,3-sobni,1.,75,https://www.njuskalo.hr/nekretnine/korcula-domince-prekrasan-stan-novogradnji-73-m2-oglas-41982822,2,
69,230.000 €,42.946687297677,17.170036687064,Korčula,U stambenoj zgradi,Jednoetažni,3-sobni,1.,76,https://www.njuskalo.hr/nekretnine/korcula-dvosobni-stan-novogradnji-pogled-more-76-m2-oglas-42259062,1,1
70,570.000 €,42.675664367003,18.130042630467,Dubrovnik - Okolica,U stambenoj zgradi,Jednoetažni,3-sobni,,160,https://www.njuskalo.hr/nekretnine/veliki-penthouse-prostranom-taracom-oglas-42258756,3,
71,250.000 €,42.654649597652,18.092825081934,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,,57,https://www.njuskalo.hr/nekretnine/dvosobni-stan-parkirnim-mjestom-oglas-42258755,1,
72,165.000 €,,,Dubrovnik,U stambenoj zgradi,Jednoetažni,1-sobni,Potkrovlje,36,https://www.njuskalo.hr/nekretnine/jednosoban-stan-terasom-kantafig-oglas-42258750,1,
73,177.000 €,42.658924,18.091072,Dubrovnik,U stambenoj zgradi,Jednoetažni,2-sobni,8.,43,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-gruz-43.19m-oglas-41365970,1,
74,593.750 €,42.93832059173,17.10128644674,Korčula,U stambenoj zgradi,Jednoetažni,4-sobni,1.,91,https://www.njuskalo.hr/nekretnine/zrnovo-otok-korcula-luksuzan-stan-1-katu-pogledom-more-oglas-42258651,2,1
75,645.000 €,42.640262664794,18.109179036747,Dubrovnik,U stambenoj zgradi,Jednoetažni,4-sobni,1.,93,https://www.njuskalo.hr/nekretnine/dubrovnik-stari-grad-izuzetna-veliki-sta-funkciji-hostela-oglas-41676022,4,
76,218.000 €,42.655033,18.09175,Dubrovnik,U stambenoj zgradi,Jednoetažni,2-sobni,4.,63,https://www.njuskalo.hr/nekretnine/jedinstvena-dvosobni-stan-prekrasnim-pogledom-oglas-41659689,1,
77,165.000 €,42.582281707004,18.215514375769,Konavle,U stambenoj zgradi,Jednoetažni,2-sobni,1.,50,https://www.njuskalo.hr/nekretnine/stan-cavtat-50.00-m2-oglas-41621964,1,
78,225.000 €,42.69273359508051,18.045715061525897,Dubrovnik - Okolica,U stambenoj zgradi,Jednoetažni,3-sobni,,87,https://www.njuskalo.hr/nekretnine/trosobni-stan-balkonom-parkingom-zaton-87m2-novogradnja-1kat-oglas-41054441,2,1
79,500.000 €,42.64200244891,18.10663267598,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,1.,59,https://www.njuskalo.hr/nekretnine/stan-prodaju-unutar-zidina-59.00-m2-oglas-40319035,2,
80,410.000 €,42.658524279578,18.078279862058,Dubrovnik,U kući,Jednoetažni,3-sobni,Prizemlje,115,https://www.njuskalo.hr/nekretnine/stan-lapadu-zasebnom-garonijerom-115.00-m2-oglas-39115123,2,
81,490.000 €,42.642794299988,18.108108752564,Dubrovnik,U stambenoj zgradi,Dvoetažni,3-sobni,1.,60,https://www.njuskalo.hr/nekretnine/stan-gradu-prvi-red-zidina-oglas-37399217,1,
82,579.000 €,42.655891540677,18.076610980081,Dubrovnik,U stambenoj zgradi,Jednoetažni,4-sobni,1.,102,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-102.00-m2-oglas-41543528,,
83,339.000 €,42.651439805616796,18.08918023574196,Dubrovnik,U kući,Jednoetažni,2-sobni,1.,75,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-75.00-m2-oglas-41217004,1,1
84,348.600 €,42.651439805617,18.089180235742,Dubrovnik,U kući,Jednoetažni,2-sobni,Visoko potkrovlje,83,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-83.00-m2-oglas-41216434,1,1
85,850.000 €,42.64051773718306,18.10603950410843,Dubrovnik,U kući,Dvoetažni,4-sobni,2.,100,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-stari-grad-2-etazni-stan-renoviranje-odlicna-poz-oglas-40866021,1,
86,385.000 €,42.64485482394655,18.113558370620638,Dubrovnik,U stambenoj zgradi,Jednoetažni,2-sobni,Visoko prizemlje,60,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-60.00-m2-oglas-40761604,1,
87,456.000 €,42.64200244891,18.10663267598,Dubrovnik,U kući,Dvoetažni,2-sobni,1.,51,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-51.00-m2-oglas-36734185,2,
88,309.000 €,42.64969663486,18.096898173706,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,1.,79,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-79.00-m2-oglas-29272571,1,
89,1 €,42.699229711669545,18.01416569736986,Dubrovnik - Okolica,U stambenoj zgradi,Dvoetažni,3-sobni,1.,122,https://www.njuskalo.hr/nekretnine/stan-orasac-122-m2-novogradnja-oglas-26610527,,
90,480.000 €,42.642120917972,18.117077668747,Dubrovnik,U kući,Jednoetažni,3-sobni,Prizemlje,120,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-115-m2-oglas-26593674,,
91,192.200 €,42.57412491186393,18.226925234585362,Konavle,U stambenoj zgradi,Jednoetažni,1-sobni,1.,62,https://www.njuskalo.hr/nekretnine/stan-cavtat-62.00-m2-novogradnja-oglas-40791354,1,
92,550.000 €,42.703071707109956,18.00916767300896,Dubrovnik - Okolica,U stambenoj zgradi,Višeetažni,3-sobni,1.,140,https://www.njuskalo.hr/nekretnine/dubrovnik-sest-stanova-tri-etaze-novogradnji-oglas-24235236,,
93,1 €,42.730387518857,17.646827353967,Mljet,U stambenoj zgradi,Jednoetažni,5+ sobni,,1.060,https://www.njuskalo.hr/nekretnine/mljet-projekt-luksuzni-kompleks-dvije-stambene-zgrade-11-sta-oglas-40958833,5+,
94,176.280 €,43.0532801,17.6493431,Metković,U stambenoj zgradi,Jednoetažni,3-sobni,3.,90,https://www.njuskalo.hr/nekretnine/metkovic-centar-prekrasan-dvoetazni-stan-oglas-42025532,,
95,10 €,,,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,1.,59,https://www.njuskalo.hr/nekretnine/trosobni-stan-starom-gradu-oglas-39448881,2,
96,10 €,,,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,3-sobni,Potkrovlje,110,https://www.njuskalo.hr/nekretnine/novogradnja-penthouse-mlinima-oglas-38494735,3,
97,492.000 €,42.955771194439,16.683060948152,Vela Luka,U stambenoj zgradi,Jednoetažni,4-sobni,1.,148,https://www.njuskalo.hr/nekretnine/vela-luka-luksuzan-stan-1b-1-katu-prvi-red-mora-oglas-42251047,3,1
98,535.200 €,42.955610605733,16.681045787079,Vela Luka,U stambenoj zgradi,Jednoetažni,4-sobni,3.,148,https://www.njuskalo.hr/nekretnine/vela-luka-luksuzan-stan-3b-3-katu-prvi-red-mora-oglas-42251046,3,1
99,514.000 €,42.956844764726,16.680314792129,Vela Luka,U stambenoj zgradi,Jednoetažni,4-sobni,2.,152,https://www.njuskalo.hr/nekretnine/vela-luka-luksuzan-stan-2a-2-katu-prvi-red-mora-oglas-42251044,3,1
100,514.000 €,42.954154296039,16.68007157519,Vela Luka,U stambenoj zgradi,Jednoetažni,4-sobni,2.,148,https://www.njuskalo.hr/nekretnine/vela-luka-luksuzan-stan-2b-2-katu-prvi-red-mora-oglas-42251043,3,1
101,535.200 €,42.956659338667,16.682074955265,Vela Luka,U stambenoj zgradi,Jednoetažni,4-sobni,3.,153,https://www.njuskalo.hr/nekretnine/vela-luka-luksuzan-stan-3a-3-katu-prvi-red-mora-oglas-42251042,3,1
102,492.000 €,42.954200321402,16.681391721624,Vela Luka,U stambenoj zgradi,Jednoetažni,4-sobni,1.,152,https://www.njuskalo.hr/nekretnine/vela-luka-luksuzan-stan-1a-1-katu-prvi-red-mora-oglas-42251040,3,1
103,425.000 €,42.939410442372,17.098966720543,Korčula,U stambenoj zgradi,Jednoetažni,3-sobni,1.,98,https://www.njuskalo.hr/nekretnine/otok-korcula-zrnovo-luksuzan-stan-1-katu-pogledom-more-oglas-42251038,2,1
104,285.000 €,42.65278974459,18.088156430008,Dubrovnik,U stambenoj zgradi,Dvoetažni,2-sobni,4.,66,https://www.njuskalo.hr/nekretnine/dubrovnik-stan-66-m2-izvrsnoj-lokaciji-pogledom-more-oglas-42244498,,
105,159.999 €,42.627872,18.175581,Župa Dubrovačka,U stambenoj zgradi,Dvoetažni,3-sobni,1.,85,https://www.njuskalo.hr/nekretnine/stan-zupi-cibaca-povoljno-prodaje-vlasnik-oglas-41983154,1,
106,120.000 €,42.653604362459,18.160454173373,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,2-sobni,,58,https://www.njuskalo.hr/nekretnine/stan-brgat-donji-58.00-m2-novogradnja-oglas-40320878,1,1
107,95.000 €,43.045789299466,17.631485160003,Metković,U stambenoj zgradi,Jednoetažni,3-sobni,2.,69,https://www.njuskalo.hr/nekretnine/prodaje-se-stan-centru-metkovica-iznad-fine-2s-db-zamjena-manj-oglas-40589542,1,
108,267.964 €,42.574124911864,18.226925234585,Konavle,U stambenoj zgradi,Jednoetažni,4-sobni,Visoko potkrovlje,86,https://www.njuskalo.hr/nekretnine/stan-cavtat-86.00-m2-novogradnja-visoko-potkrovlje-oglas-40781664,2,
109,296.701 €,42.574124911864,18.226925234585,Konavle,U stambenoj zgradi,Jednoetažni,4-sobni,2.,95,https://www.njuskalo.hr/nekretnine/stan-cavtat-95.00-m2-novogradnja-oglas-40781629,2,
110,296.701 €,42.574124911864,18.226925234585,Konavle,U stambenoj zgradi,Jednoetažni,4-sobni,1.,95,https://www.njuskalo.hr/nekretnine/stan-cavtat-95.00-m2-novogradnja-oglas-40781580,2,
111,193.502 €,42.574124911864,18.226925234585,Konavle,U stambenoj zgradi,Jednoetažni,2-sobni,2.,62,https://www.njuskalo.hr/nekretnine/stan-cavtat-62.00-m2-novogradnja-oglas-40744356,1,
112,175.000 €,42.5553016,18.268837,Konavle,U stambenoj zgradi,Jednoetažni,3-sobni,2.,64,https://www.njuskalo.hr/nekretnine/cilipi-stan-dvije-spavace-sobe-parking-mjestom-oglas-39611276,,
113,10 €,,,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,70,https://www.njuskalo.hr/nekretnine/novogradnja-dvosobni-stan-mlinima-zupa-dubrovacka-oglas-38478028,1,
114,10 €,,,Župa Dubrovačka,U stambenoj zgradi,Jednoetažni,2-sobni,1.,65,https://www.njuskalo.hr/nekretnine/novogradnja-dvosobni-stan-mlinima-zupa-dubrovacka-oglas-38478025,1,
115,10 €,,,Dubrovnik,U stambenoj zgradi,Jednoetažni,3-sobni,1.,71,https://www.njuskalo.hr/nekretnine/prostrani-obiteljski-stan-tik-uvale-lapad-oglas-38180734,2,
116,96.000 €,42.945709,17.145225,Korčula,U kući,Jednoetažni,2-sobni,2.,50,https://www.njuskalo.hr/nekretnine/manji-stan-pogledom-more-korcula-50.26-m2-oglas-42217390,,
117,193.502 €,42.583446218876,18.215243895721,Konavle,U stambenoj zgradi,Višeetažni,2-sobni,1.,62,https://www.njuskalo.hr/nekretnine/stan-cavtat-62.42-m2-novogradnja-oglas-41697817,1,
118,95.000 €,43.04997911225884,17.641517195797277,Metković,U stambenoj zgradi,Jednoetažni,3-sobni,,77,https://www.njuskalo.hr/nekretnine/stan-metkovic-77.00-m2-oglas-38885861,,
119,665.000 €,42.9083474147,16.777064106135,Korčula,U stambenoj zgradi,Jednoetažni,3-sobni,Suteren,160,https://www.njuskalo.hr/nekretnine/korcula-novogradnja-stan-nkp-160.3-m2-prvi-red-mora-oglas-40542745,,
120,228.000 €,42.676138077814,18.110285840469,Dubrovnik - Okolica,U stambenoj zgradi,Jednoetažni,2-sobni,Suteren,56,https://www.njuskalo.hr/nekretnine/dubrovnik-mokosica-moderan-stan-parkirnim-mjestom-56-m2-oglas-39242778,1,
