linenum,price,livingArea,lat,lng,county,city,neighborhood,flatBuildingtype,flatFloorCount,numberOfRooms,bathrooms with toilet,toilets,buildingFloorPosition,url
438,82.000 €,51,45.55751,18.70149,Osječko-baranjska,Osijek,Vij. Ivana Meštrovića,U stambenoj zgradi,Jednoetažni,2-sobni,1,1,5.,https://www.njuskalo.hr/nekretnine/dvosobni-moguce-trosobni-51-m2-5-kat-bez-lifta-v-mestrovica-oglas-41728799
439,900.000 €,470,45.55972,18.6827,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Višeetažni,5+ sobni,4,,1.,https://www.njuskalo.hr/nekretnine/gradska-vila-2-kata-470-m2-stambeno-3-stana-centar-radiceva-oglas-41701730
440,380.000 €,316,45.55732,18.68688,Osječko-baranjska,Osijek,Gornji grad / Centar,U kući,Višeetažni,5+ sobni,1,2,1.,https://www.njuskalo.hr/nekretnine/viseetazni-stan-316-m2-7-soba-siri-centar-ul-f-krezme-oglas-41623680
441,75.000 €,70,45.54582,18.67733,Osječko-baranjska,Osijek,Bosutsko naselje,U kući,Višeetažni,3-sobni,1,1,Visoko prizemlje,https://www.njuskalo.hr/nekretnine/kuca-stan-nizu-3-sobe-garaza-70m2-stambeno-bosutsko-nas-oglas-41349004
442,139.400 €,69,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,3-sobni,1,2,2.,https://www.njuskalo.hr/nekretnine/s10-trosobni-stan-drugi-kat-69.68-m2-pocetak-visnjevca-oglas-41109207
443,71.300 €,32,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,1-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/s9-jednosobni-stan-2-kat-32.41-m2-pocetak-visnjevca-oglas-41109206
444,95.000 €,47,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,2-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/s8-dvosobni-stan-2-kat-47.50-m2-pocetak-visnjevca-oglas-41109205
445,139.400 €,69,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,3-sobni,1,2,1.,https://www.njuskalo.hr/nekretnine/s6-trosobni-stan-prvi-kat-69.68-m2-pocetak-visnjevca-oglas-41109203
446,95.000 €,47,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,2-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/s4-dvosobni-stan-1-kat-47.50-m2-pocetak-visnjevca-oglas-41109201
447,139.200 €,69,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,3-sobni,1,2,Prizemlje,https://www.njuskalo.hr/nekretnine/s2-trosobni-stan-prizemlje-69.59-m2-pocetak-visnjevca-oglas-41109199
448,104.400 €,52,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,2-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/s7-dvosobni-stan-2-kat-52.19-m2-pocetak-visnjevca-oglas-41109204
449,152.800 €,76,45.56481,18.62876,Osječko-baranjska,Osijek - Okolica,Višnjevac,U stambenoj zgradi,Jednoetažni,3-sobni,1,2,Prizemlje,https://www.njuskalo.hr/nekretnine/s1-trosobni-stan-vrtom-prizemlje-76.41-m2-pocetak-visnjevca-oglas-41109198
450,112.000 €,46,45.55188,18.68959,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,3-sobni,1,,1.,https://www.njuskalo.hr/nekretnine/prodaja-stan-oglas-39813959
451,175.000 €,100,45.563035569522,18.646378313642,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/stan-100-m2-cetverosobni-2-kat-retfala-osijek-novogradnja-oglas-39979289
452,195.000 €,98,45.538562281936,18.708898530161,Osječko-baranjska,Osijek,Uske njive,U stambenoj zgradi,Jednoetažni,3-sobni,1,2,1.,https://www.njuskalo.hr/nekretnine/stan-osijek-moderni-trosobni-stan-velicine-98-m2-novogradnja-oglas-41736771
453,120.000 €,84,,,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,2-sobni,,,Prizemlje,https://www.njuskalo.hr/nekretnine/osijek-centar-oglas-39308711
454,200.000 €,100,45.561786432695,18.645694776566,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,Prizemlje,https://www.njuskalo.hr/nekretnine/stan-100-m2-cetverosobni-prizemlje-retfala-osijek-novogradnja-oglas-39979293
455,185.000 €,100,45.562304650046,18.645335749331,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/stan-100-m2-cetverosobni-1-kat-retfala-osijek-novogradnja-oglas-39979290
456,220.000 €,117,,,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/stan-117-m-cetverosobni-centar-osijek-novogradnja-oglas-39979286
457,48.000 €,42,,,Osječko-baranjska,Beli Manastir,Beli Manastir,U stambenoj zgradi,Jednoetažni,1-sobni,,,2.,https://www.njuskalo.hr/nekretnine/stan-prodaja-beli-manastir-42m2-oglas-41729304
458,219.000 €,143,,,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,4-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/stan-143-m-cetverosobni-osijek-centar-1-kat-novogradnja-oglas-39948583
459,159.000 €,64,,,Osječko-baranjska,Osijek,Novi Grad,U stambenoj zgradi,Jednoetažni,4-sobni,,,,https://www.njuskalo.hr/nekretnine/osijek-grad-oglas-39408362
460,96.000 €,52,45.549457423119,18.71545925941,Osječko-baranjska,Osijek,Jug II,U stambenoj zgradi,Jednoetažni,2-sobni,1,,4.,https://www.njuskalo.hr/nekretnine/stan-osijek-52.00-m2-oglas-41577125
461,152.000 €,118,,,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,5+ sobni,5+,2,2.,https://www.njuskalo.hr/nekretnine/stan-centar-osijeka-118-m-6-soba-2-kat-idealno-iznajmljivanje-oglas-39849231
462,155.000 €,61,,,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,2-sobni,1,,Prizemlje,https://www.njuskalo.hr/nekretnine/stan-dvosoban-62-m-prizemlje-centar-osijeka-oglas-39948720
463,2.050 €,108,45.55740843862648,18.652263879776,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,4-sobni,2,,,https://www.njuskalo.hr/nekretnine/novogradnja-sljemenska-luksuzni-cetverosobni-stanovi-izgradnji-oglas-36991761
464,2.050 €,94,45.559864897032,18.664269447327,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,4-sobni,,,,https://www.njuskalo.hr/nekretnine/cetverosobni-stanovi-izgradnji-oglas-36980793
465,68.000 €,85,45.560628149431,18.673234216431,Osječko-baranjska,Osijek,Gornji grad / Centar,U kući,Jednoetažni,2-sobni,1,,Prizemlje,https://www.njuskalo.hr/nekretnine/stan-dvoristem-centru-osijeka-85m2-oglas-37685653
466,65.000 €,57,45.552969764485,18.685058340387,Osječko-baranjska,Osijek,Gornji grad / Centar,U kući,Dvoetažni,3-sobni,1,,Prizemlje,https://www.njuskalo.hr/nekretnine/odmah-useljiv-trosobni-stan-kasiceva-ulica-oglas-38232974
467,105.000 €,76,45.5480051303662,18.684152222791074,Osječko-baranjska,Osijek,Bosutsko naselje,U kući,Jednoetažni,3-sobni,1,,1.,https://www.njuskalo.hr/nekretnine/trosobni-stan-bosutsko-naselje-1-kat-oglas-39649411
468,59.000 €,86,45.309363936622,18.418297928015,Osječko-baranjska,Đakovo,Đakovo,U stambenoj zgradi,Jednoetažni,3-sobni,1,1,Potkrovlje,https://www.njuskalo.hr/nekretnine/stan-dakovo-86.00-m2-oglas-39004006
469,99.000 €,124,45.557129592334,18.672884049717,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Dvoetažni,3-sobni,2,,2.,https://www.njuskalo.hr/nekretnine/stan-osijek-124.57-m2-oglas-39972778
470,105.000 €,56,45.557095714718,18.655470065902,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,3-sobni,1,,2.,https://www.njuskalo.hr/nekretnine/dvoipolsobni-stan-57m-vij-petrove-gore-retfala-osijek-prodaja-oglas-41617228
471,85.000 €,71,45.556828155012,18.707660294111,Osječko-baranjska,Osijek,Novi Grad,U stambenoj zgradi,Jednoetažni,2-sobni,1,,1.,https://www.njuskalo.hr/nekretnine/dvoiposoban-stan-osijek-grad-71.25m2-oglas-39912895
472,242.000 €,110,45.563846969541,18.63716869777,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,4-sobni,1,1,,https://www.njuskalo.hr/nekretnine/stan-osijek-top-lokacija-prodaja-luksuznih-stanova-oglas-39530410
473,122.418 €,68,45.510952094108,18.562632050489,Osječko-baranjska,Čepin,Čepin,U stambenoj zgradi,Jednoetažni,2-sobni,1,,1.,https://www.njuskalo.hr/nekretnine/prodaja-stanova-cepinu-oglas-41592186
