linenum,url
1,https://www.njuskalo.hr/nekretnine/stan-gruzu-oglas-41708595
2,https://www.njuskalo.hr/nekretnine/korcula-domince-jednosoban-stan-novogradnja-54m-oglas-40399204
3,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-gruz-43.19m-oglas-41365970
4,https://www.njuskalo.hr/nekretnine/stan-ston-94.00-m2-novogradnja-oglas-42326434
5,https://www.njuskalo.hr/nekretnine/ston-novogradnja-dvosobni-stanovi-povrsine-67m2-odlicna-lokacija-oglas-42326371
6,https://www.njuskalo.hr/nekretnine/ston-novogradnja-jednosobni-stanovi-42-56m2-vrhunska-lokacija-oglas-42326336
7,https://www.njuskalo.hr/nekretnine/korcula-dvoetazni-penthouse-novogradnji-pogled-more-129-m2-oglas-40513702
8,https://www.njuskalo.hr/nekretnine/dubrovnik-elitni-troetazni-stan-vili-1-red-mora-oglas-32651296
9,https://www.njuskalo.hr/nekretnine/stan-zrnovu-korcula-moguca-kupnja-putem-kredita-oglas-42324914
10,https://www.njuskalo.hr/nekretnine/veliki-stan-pogledom-prirodu-korcula-90-m2-oglas-42324911
11,https://www.njuskalo.hr/nekretnine/prodaja-stan-duba-duba-1-6-4s-99m2-oglas-42324908
12,https://www.njuskalo.hr/nekretnine/stan-pogledom-pored-plaze-72.54-m2-dubrovacko-primorje-slano-oglas-42324903
13,https://www.njuskalo.hr/nekretnine/dvosoban-stan-bazenom-vela-luka-oglas-42324582
14,https://www.njuskalo.hr/nekretnine/atraktivan-apartman-parking-garaza-top-recenzije-oglas-41485160
15,https://www.njuskalo.hr/nekretnine/korcula-domince-prekrasan-stan-novogradnji-73-m2-oglas-41982822
16,https://www.njuskalo.hr/nekretnine/stan-cavtat-62.00-m2-novogradnja-oglas-40791354
17,https://www.njuskalo.hr/nekretnine/stan-cavtat-86.00-m2-novogradnja-visoko-potkrovlje-oglas-40781664
18,https://www.njuskalo.hr/nekretnine/stan-cavtat-95.00-m2-novogradnja-oglas-40781629
19,https://www.njuskalo.hr/nekretnine/stan-cavtat-95.00-m2-novogradnja-oglas-40781580
20,https://www.njuskalo.hr/nekretnine/zvekovica-ispod-magistrale-novogradnja-stambena-jedinica-50.56-m2-oglas-39674599
21,https://www.njuskalo.hr/nekretnine/zvekovica-ispod-magistrale-novogradnja-stambena-jedinica-60-m2-oglas-39674536
22,https://www.njuskalo.hr/nekretnine/korcula-centar-dvoetazni-stan-djeljiv-dvije-stambene-jedinice-oglas-23282921
23,https://www.njuskalo.hr/nekretnine/stan-cavtat-95.71-m2-novogradnja-oglas-41697484
24,https://www.njuskalo.hr/nekretnine/cavtat-novogradnja-stan-140m2-prizemlje-s1-oglas-40941962
25,https://www.njuskalo.hr/nekretnine/metkovic-przine-jednosobni-stanovi-prvi-kat-oglas-39181476
26,https://www.njuskalo.hr/nekretnine/metkovic-przine-jednosobni-stanovi-treci-kat-oglas-39181464
27,https://www.njuskalo.hr/nekretnine/dvosoban-stan-atraktivnoj-lokaciji-otok-korcula-oglas-42258854
28,https://www.njuskalo.hr/nekretnine/jednosoban-stan-atraktivnoj-lokaciji-otok-korcula-oglas-42258853
29,https://www.njuskalo.hr/nekretnine/ekskluzivna-prodaja-prekrasan-moderan-stan-pogledom-marinu-frapa-oglas-42101869
30,https://www.njuskalo.hr/nekretnine/sarmantan-stan-potkrovlju-korak-straduna-dubrovnik-centar-oglas-42101867
31,https://www.njuskalo.hr/nekretnine/cetverosobni-stan-renoviran-moderno-ureden-pogledom-more-oko-oglas-42101860
32,https://www.njuskalo.hr/nekretnine/dva-stana-mokosici-terasom-80-m2-okolica-dubrovnika-oglas-42101859
33,https://www.njuskalo.hr/nekretnine/stan-atraktivnoj-lokaciji-velikim-vrtom-centru-grada-dubrovnik-oglas-41250483
34,https://www.njuskalo.hr/nekretnine/dva-trosobna-stana-centru-dubrovnika-agencijska-preporuka-oglas-41170039
35,https://www.njuskalo.hr/nekretnine/moderan-dvosoban-stan-ocaravajucim-pogledom-otok-lokrum-oglas-40482960
36,https://www.njuskalo.hr/nekretnine/potpuno-renovirani-namjesteni-obiteljski-stanovi-zupa-dubrovacka-n-oglas-40473410
37,https://www.njuskalo.hr/nekretnine/cilipi-novogradnja-2s-db-77.7m2-oglas-39800695
38,https://www.njuskalo.hr/nekretnine/cavtat-novogradnja-stan-118m2-prvi-kat-s2-oglas-40941870
39,https://www.njuskalo.hr/nekretnine/cavtat-novogradnja-stan-128m2-potkrovlje-s3-oglas-40941965
40,https://www.njuskalo.hr/nekretnine/prostrani-stan-mirnom-dijelu-grada-oglas-40964780
41,https://www.njuskalo.hr/nekretnine/stan-prodaja-dubrovnik-115m2-oglas-38685843
42,https://www.njuskalo.hr/nekretnine/mljet-projekt-luksuzni-kompleks-dvije-stambene-zgrade-11-sta-oglas-40958833
43,https://www.njuskalo.hr/nekretnine/stan-zupi-cibaca-povoljno-prodaje-vlasnik-oglas-41983154
44,https://www.njuskalo.hr/nekretnine/dubrovnik-mokosica-moderan-stan-parkirnim-mjestom-56-m2-oglas-39242778
45,https://www.njuskalo.hr/nekretnine/cavtat-moderan-obiteljski-stan-65-m2-oglas-40950233
46,https://www.njuskalo.hr/nekretnine/dubrovnik-gruz-dvoetazni-stan-odlicnim-rasporedom-120-m2-oglas-39713161
47,https://www.njuskalo.hr/nekretnine/dubrovnik-fantastican-luksuzan-penthouse-terasom-oglas-26310128
48,https://www.njuskalo.hr/nekretnine/stan-metkovic-93.00-m2-oglas-38394113
49,https://www.njuskalo.hr/nekretnine/korcula-orebic-pogorje-2-stana-88-58-m2-350-m2-okucnice-oglas-36053858
50,https://www.njuskalo.hr/nekretnine/jedinstvena-dvosobni-stan-prekrasnim-pogledom-oglas-41659689
51,https://www.njuskalo.hr/nekretnine/trosobni-stan-balkonom-parkingom-zaton-87m2-novogradnja-1kat-oglas-41054441
52,https://www.njuskalo.hr/nekretnine/stan-lapadu-zasebnom-garonijerom-115.00-m2-oglas-39115123
53,https://www.njuskalo.hr/nekretnine/stan-gradu-prvi-red-zidina-oglas-37399217
54,https://www.njuskalo.hr/nekretnine/dubrovnik-stari-grad-izuzetna-veliki-sta-funkciji-hostela-oglas-41676022
55,https://www.njuskalo.hr/nekretnine/stan-zaton-69.00-m2-novogradnja-oglas-42066048
56,https://www.njuskalo.hr/nekretnine/stan-cavtat-50.00-m2-oglas-41621964
57,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-102.00-m2-oglas-41543528
58,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-60.00-m2-oglas-40761604
59,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-51.00-m2-oglas-36734185
60,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-79.00-m2-oglas-29272571
61,https://www.njuskalo.hr/nekretnine/luksuzna-nekretnina-iskljucivo-posredovanje-oglas-35329766
62,https://www.njuskalo.hr/nekretnine/moderni-luksuzni-stan-dubrovnik-ploce-oglas-37495257
63,https://www.njuskalo.hr/nekretnine/stan-cavtat-oglas-36568330
64,https://www.njuskalo.hr/nekretnine/zvekovica-novogradnja-oglas-38591614
65,https://www.njuskalo.hr/nekretnine/stan-dubrovnik-nuncijata-plus-garaza-oglas-37410740
66,https://www.njuskalo.hr/nekretnine/zaton-trosobni-stan-87-m2-oglas-37387429
67,https://www.njuskalo.hr/nekretnine/stan-prodaja-dubrovnik-mlini-130-m2-4-soban-oglas-42289941
68,https://www.njuskalo.hr/nekretnine/pilot-residance-dubrovnik-cavtat-54-95m2-oglas-41696211
69,https://www.njuskalo.hr/nekretnine/stan-cavtat-61.84-m2-novogradnja-oglas-41696758
70,https://www.njuskalo.hr/nekretnine/korcula-uvala-vrbovica-dvosoban-stan-novogradnji-oglas-40619878
71,https://www.njuskalo.hr/nekretnine/dvosobni-stan-novogradnji-mlini-oglas-38478026
72,https://www.njuskalo.hr/nekretnine/stan-cavtat-60.08-m2-novogradnja-oglas-41696533
73,https://www.njuskalo.hr/nekretnine/luksuzan-trosoban-stan-prekrasnim-pogledom-more-dubrovnik-oglas-42101866
