linenum,price,lat,lng,location,flatBuildingtype,flatFloorCount,numberOfRooms,buildingFloorPosition,livingArea,url,bathrooms with toilet,toilets
29,72.000 €,,,Sesvete,U stambenoj zgradi,Jednoetažni,2-sobni,1.,42,https://www.njuskalo.hr/nekretnine/stan-zagreb-sesvete-kraljevecki-novaki-42m2-dvosobni-parking-oglas-41810742,1,1
30,145.000 €,,,Sesvete,U stambenoj zgradi,Jednoetažni,1-sobni,Prizemlje,96,https://www.njuskalo.hr/nekretnine/stan-sesvete-selcina-96m2-roh-bau-oglas-38934792,1,1
31,279.400 €,,,Zaprešić,U stambenoj zgradi,Jednoetažni,4-sobni,1.,127,https://www.njuskalo.hr/nekretnine/stan-zapresic-kalamirova-4s-127m2-novogradnja-oglas-41615944,2,1
32,374.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,4-sobni,2.,126,https://www.njuskalo.hr/nekretnine/stan-zagreb-blato-zdihovska-4-sobni-penthouse-luksuzno-126m2-oglas-41378493,2,2
33,149.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,Potkrovlje,63,https://www.njuskalo.hr/nekretnine/stan-zagreb-savski-gaj-3-soban-stan-potkrovlje-63m2-oglas-40932893,1,1
34,269.000 €,,,Zaprešić,U stambenoj zgradi,Jednoetažni,4-sobni,Prizemlje,122,https://www.njuskalo.hr/nekretnine/stan-zapresic-kalamirova-4-sobni-122m2-novogradnja-oglas-40125103,2,1
35,111.500 €,45.876584827032,16.422638187952,Vrbovec,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,74,https://www.njuskalo.hr/nekretnine/prodaja-vrbovec-stan-2-soban-74-m2-oglas-42272747,1,1
36,314.000 €,45.862479015171765,15.985373150283978,Maksimir,U stambenoj zgradi,Jednoetažni,4-sobni,2.,108,https://www.njuskalo.hr/nekretnine/remete-novogradnja-lift-penthouse-4-108.46-m2-velika-terasa-oglas-42148480,2,2
37,197.000 €,45.760714306377,15.922552717677,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,64,https://www.njuskalo.hr/nekretnine/trosobni-stan-vrtom-zagreb-blato-82.38-m2-oglas-41369871,1,
38,245.667 €,45.814477184951,16.061821294867,Donja Dubrava,U stambenoj zgradi,Jednoetažni,4-sobni,2.,96,https://www.njuskalo.hr/nekretnine/stan-zagreb-resnik-96.34-m2-novogradnja-oglas-38999905,,
39,134.992 €,45.814477184951,16.061821294867,Donja Dubrava,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,60,https://www.njuskalo.hr/nekretnine/stan-zagreb-resnik-60.44-m2-novogradnja-oglas-38999877,,
40,429.000 €,42.617069612961,17.999570408984,Dubrovnik,U kući,Jednoetažni,2-sobni,Prizemlje,87,https://www.njuskalo.hr/nekretnine/njuskalo-oglas-40760042,,
41,210.000 €,45.80127,15.949745,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,4-sobni,3.,72,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-tresnjevka-72-m2-4-soban-oglas-40405765,1,1
42,125.000 €,45.763973442254,15.998152232456,Novi Zagreb - Istok,U stambenoj zgradi,Jednoetažni,2-sobni,8.,53,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-dugave-54-m2-2-soban-oglas-40596583,1,1
43,117.000 €,45.764324,16.000587,Novi Zagreb - Istok,U stambenoj zgradi,Jednoetažni,2-sobni,4.,38,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-dugave-38-m2-2-soban-oglas-42089609,1,1
44,179.500 €,45.76078,16.002884,Novi Zagreb - Istok,U stambenoj zgradi,Jednoetažni,3-sobni,3.,84,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-dugave-84-m2-3-soban-oglas-42004779,1,1
45,240.000 €,45.793568545275136,15.90234053765289,Trešnjevka - Jug,U stambenoj zgradi,Jednoetažni,2-sobni,2.,72,https://www.njuskalo.hr/nekretnine/stan-zagreb-precko-prodaja-72.73-m2-novogradnja-240.000e-2garazna-oglas-42252179,1,2
46,240.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,73,https://www.njuskalo.hr/nekretnine/zagreb-remetinec-73.41-m2-3-soban-vrt-parking-luksuzni-oglas-42145779,,
47,235.000 €,,,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,67,https://www.njuskalo.hr/nekretnine/spansko-savska-opatovina-67.25-m2-3-sobni-garaza-novogradnja-oglas-42110651,,
48,310.000 €,,,Trnje,U stambenoj zgradi,Jednoetažni,3-sobni,4.,94,https://www.njuskalo.hr/nekretnine/borovje-94-m2-3-sobni-balkon-loda-novouredeni-oglas-40996464,,
49,285.000 €,,,Trnje,U stambenoj zgradi,Dvoetažni,4-sobni,4.,120,https://www.njuskalo.hr/nekretnine/vrbik-kninski-trg-120-m2-4-sobni-2-lode-dvoetazni-stan-oglas-42145782,,
50,85.000 €,45.54298303017485,18.71456623077393,Osijek,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,50,https://www.njuskalo.hr/nekretnine/stan-osijek-50.00-m2-oglas-42272733,1,
51,270.000 €,,,Okrug,U stambenoj zgradi,Jednoetažni,2-sobni,1.,80,https://www.njuskalo.hr/nekretnine/kompletno-ureden-komforan-suncan-dvosoban-stan-pogledom-more-oglas-41994261,,
52,263.000 €,43.505082260451,16.490883776486,Split,U stambenoj zgradi,Jednoetažni,3-sobni,1.,79,https://www.njuskalo.hr/nekretnine/ekskluzivno-trosoban-stan-pazdigrad-blizini-osnovne-skole-79m2-oglas-42272786,1,2
53,750.000 €,45.08340486394355,13.64411571847354,Rovinj,U kući,Dvoetažni,4-sobni,,150,https://www.njuskalo.hr/nekretnine/rovinj-blizu-centra-dvoetazni-stan-150-m2-privatni-bazen-dvoriste-oglas-42163827,3,
54,72.000 €,,,Sesvete,U stambenoj zgradi,Jednoetažni,2-sobni,1.,42,https://www.njuskalo.hr/nekretnine/stan-zagreb-sesvete-kraljevecki-novaki-42m2-dvosobni-parking-oglas-41810742,1,1
55,145.000 €,,,Sesvete,U stambenoj zgradi,Jednoetažni,1-sobni,Prizemlje,96,https://www.njuskalo.hr/nekretnine/stan-sesvete-selcina-96m2-roh-bau-oglas-38934792,1,1
56,279.400 €,,,Zaprešić,U stambenoj zgradi,Jednoetažni,4-sobni,1.,127,https://www.njuskalo.hr/nekretnine/stan-zapresic-kalamirova-4s-127m2-novogradnja-oglas-41615944,2,1
57,374.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,4-sobni,2.,126,https://www.njuskalo.hr/nekretnine/stan-zagreb-blato-zdihovska-4-sobni-penthouse-luksuzno-126m2-oglas-41378493,2,2
58,149.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,Potkrovlje,63,https://www.njuskalo.hr/nekretnine/stan-zagreb-savski-gaj-3-soban-stan-potkrovlje-63m2-oglas-40932893,1,1
59,269.000 €,,,Zaprešić,U stambenoj zgradi,Jednoetažni,4-sobni,Prizemlje,122,https://www.njuskalo.hr/nekretnine/stan-zapresic-kalamirova-4-sobni-122m2-novogradnja-oglas-40125103,2,1
60,111.500 €,45.876584827032,16.422638187952,Vrbovec,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,74,https://www.njuskalo.hr/nekretnine/prodaja-vrbovec-stan-2-soban-74-m2-oglas-42272747,1,1
61,314.000 €,45.862479015171765,15.985373150283978,Maksimir,U stambenoj zgradi,Jednoetažni,4-sobni,2.,108,https://www.njuskalo.hr/nekretnine/remete-novogradnja-lift-penthouse-4-108.46-m2-velika-terasa-oglas-42148480,2,2
62,197.000 €,45.760714306377,15.922552717677,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,64,https://www.njuskalo.hr/nekretnine/trosobni-stan-vrtom-zagreb-blato-82.38-m2-oglas-41369871,1,
63,245.667 €,45.814477184951,16.061821294867,Donja Dubrava,U stambenoj zgradi,Jednoetažni,4-sobni,2.,96,https://www.njuskalo.hr/nekretnine/stan-zagreb-resnik-96.34-m2-novogradnja-oglas-38999905,,
64,134.992 €,45.814477184951,16.061821294867,Donja Dubrava,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,60,https://www.njuskalo.hr/nekretnine/stan-zagreb-resnik-60.44-m2-novogradnja-oglas-38999877,,
65,429.000 €,42.617069612961,17.999570408984,Dubrovnik,U kući,Jednoetažni,2-sobni,Prizemlje,87,https://www.njuskalo.hr/nekretnine/njuskalo-oglas-40760042,,
66,210.000 €,45.80127,15.949745,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,4-sobni,3.,72,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-tresnjevka-72-m2-4-soban-oglas-40405765,1,1
67,125.000 €,45.763973442254,15.998152232456,Novi Zagreb - Istok,U stambenoj zgradi,Jednoetažni,2-sobni,8.,53,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-dugave-54-m2-2-soban-oglas-40596583,1,1
68,117.000 €,45.764324,16.000587,Novi Zagreb - Istok,U stambenoj zgradi,Jednoetažni,2-sobni,4.,38,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-dugave-38-m2-2-soban-oglas-42089609,1,1
69,179.500 €,45.76078,16.002884,Novi Zagreb - Istok,U stambenoj zgradi,Jednoetažni,3-sobni,3.,84,https://www.njuskalo.hr/nekretnine/stan-prodaja-zagreb-dugave-84-m2-3-soban-oglas-42004779,1,1
70,240.000 €,45.793568545275136,15.90234053765289,Trešnjevka - Jug,U stambenoj zgradi,Jednoetažni,2-sobni,2.,72,https://www.njuskalo.hr/nekretnine/stan-zagreb-precko-prodaja-72.73-m2-novogradnja-240.000e-2garazna-oglas-42252179,1,2
71,240.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,73,https://www.njuskalo.hr/nekretnine/zagreb-remetinec-73.41-m2-3-soban-vrt-parking-luksuzni-oglas-42145779,,
72,235.000 €,,,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,67,https://www.njuskalo.hr/nekretnine/spansko-savska-opatovina-67.25-m2-3-sobni-garaza-novogradnja-oglas-42110651,,
73,310.000 €,,,Trnje,U stambenoj zgradi,Jednoetažni,3-sobni,4.,94,https://www.njuskalo.hr/nekretnine/borovje-94-m2-3-sobni-balkon-loda-novouredeni-oglas-40996464,,
74,285.000 €,,,Trnje,U stambenoj zgradi,Dvoetažni,4-sobni,4.,120,https://www.njuskalo.hr/nekretnine/vrbik-kninski-trg-120-m2-4-sobni-2-lode-dvoetazni-stan-oglas-42145782,,
75,180.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,2-sobni,2.,61,https://www.njuskalo.hr/nekretnine/zagreb-remetinec-61.03-m2-2-sobni-terasa-parking-oglas-42145781,,
76,210.000 €,,,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,2-sobni,5.,65,https://www.njuskalo.hr/nekretnine/laniste-jaruscica-66-m2-2-sobni-zatvorena-loda-parking-oglas-42110652,,
77,399.000 €,,,Donji Grad,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,110,https://www.njuskalo.hr/nekretnine/centar-kod-sheratona-110-m2-3-sobni-2-kupaonice-lux-oglas-42101880,,
78,143.000 €,46.145617136315,16.81339377138,Koprivnica,U stambenoj zgradi,Dvoetažni,4-sobni,Prizemlje,86,https://www.njuskalo.hr/nekretnine/stan-oglas-40143581,2,1
79,355.000 €,45.808578784225,15.977705291334,Donji Grad,U stambenoj zgradi,Jednoetažni,3-sobni,4.,114,https://www.njuskalo.hr/nekretnine/stan-oglas-41704423,1,
80,242.450 €,45.798461297905,15.924837599806,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,4.,67,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-66.57-m2-novogradnja-oglas-39905185,,
81,184.060 €,45.800336366214,15.921529914567,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,2-sobni,4.,52,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-51.64-m2-novogradnja-oglas-39905154,,
82,415.800 €,45.800306538375,15.921585106245,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,4-sobni,4.,115,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-113.15-m2-novogradnja-oglas-39905094,,
83,202.940 €,45.797934299094,15.924823334868,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,3.,58,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-58.15-m2-novogradnja-oglas-39905021,,
84,220.640 €,45.800336366214,15.921529914567,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,3.,61,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-61.46-m2-novogradnja-oglas-39905000,,
85,344.800 €,45.800336366214,15.921529914567,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,4-sobni,3.,104,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-98.68-m2-novogradnja-oglas-39904940,,
86,246.950 €,45.798461297905,15.924837599806,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,2.,70,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-70.76-m2-novogradnja-oglas-39904910,,
87,197.130 €,45.801988446263,15.919342496365,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,2.,58,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-58.15-m2-novogradnja-oglas-39904886,,
88,220.640 €,45.798619248999,15.925114428936,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,2.,61,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-61.46-m2-novogradnja-oglas-39904868,,
89,246.950 €,45.796285946283966,15.925652405994358,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,1.,73,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-70.76-m2-novogradnja-oglas-39904306,,
90,220.640 €,45.797957107522,15.928196229971,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,1.,61,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-61.46-m2-novogradnja-oglas-39904229,,
91,241.740 €,45.798239882983,15.921628447991,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,71,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-71.31-m2-novogradnja-oglas-39904075,,
92,725.000 €,45.79377287735534,15.912684375722618,Trešnjevka - Jug,U stambenoj zgradi,Jednoetažni,4-sobni,4.,113,https://www.njuskalo.hr/nekretnine/luksuzni-4-sobni-dizajnerski-stan-novogradnji-vrbani-oglas-39910271,2,
93,254.000 €,45.798461297905,15.924837599806,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,3.,70,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-70.76-m2-novogradnja-oglas-39905046,,
94,230.550 €,45.797957107522,15.928196229971,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,3.,64,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-64.22-m2-novogradnja-oglas-39904958,,
95,334.900 €,45.800336366214,15.921529914567,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,4-sobni,2.,98,https://www.njuskalo.hr/nekretnine/stan-zagreb-rudes-98.68-m2-novogradnja-oglas-39904440,,
96,234.264 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,2-sobni,4.,54,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-54.48-m2-novogradnja-oglas-38962038,1,1
97,348.171 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,3.,80,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-80.97-m2-novogradnja-oglas-38962008,1,2
98,331.977 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,1.,80,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-80.97-m2-novogradnja-oglas-38961934,1,2
99,348.171 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,4.,80,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-80.97-m2-novogradnja-oglas-38962047,1,1
100,234.264 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,2-sobni,3.,54,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-54.48-m2-novogradnja-oglas-38961992,1,1
101,270.771 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,3.,62,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-62.97-m2-novogradnja-oglas-38961986,1,1
102,340.074 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,2.,80,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-80.97-m2-novogradnja-oglas-38961969,1,2
103,211.443 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,Visoko prizemlje,53,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-53.53-m2-novogradnja-oglas-38961849,1,1
104,270.771 €,45.802006027545,15.955471999195,Trešnjevka - Sjever,U stambenoj zgradi,Jednoetažni,3-sobni,4.,62,https://www.njuskalo.hr/nekretnine/stan-zagreb-tresnjevka-62.97-m2-novogradnja-oglas-38962026,1,
105,275.000 €,45.829169937931,16.040824855704,Gornja Dubrava,U stambenoj zgradi,Dvoetažni,4-sobni,Prizemlje,95,https://www.njuskalo.hr/nekretnine/projekt-oporovecka-stan-95.00-m2-vrt-65m2-novogradnja-oglas-42121042,2,2
106,148.000 €,45.806877069778,15.887894635372,Stenjevec,U stambenoj zgradi,Jednoetažni,2-sobni,5.,56,https://www.njuskalo.hr/nekretnine/stan-zagreb-malesnica-ivane-brlic-mazuranic-56.81-m2-5-kat-lift-oglas-40050576,1,
107,279.000 €,42.659134,18.076555,Dubrovnik,U stambenoj zgradi,Jednoetažni,1-sobni,3.,37,https://www.njuskalo.hr/nekretnine/atraktivan-apartman-parking-garaza-top-recenzije-oglas-41485160,1,1
108,101.124 €,45.756336304841,15.928989220332,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,2-sobni,Visoko prizemlje,38,https://www.njuskalo.hr/nekretnine/projekt-family-dream-stan-botinec-44.62-m2-2sobni-pm-sprem-oglas-40177646,1,1
109,107.700 €,45.756336304841,15.928989220332,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,2-sobni,Visoko prizemlje,43,https://www.njuskalo.hr/nekretnine/projekt-family-dream-stan-botinec-49.65-m2-2sobni-pm-sprem-oglas-40160475,1,1
110,109.917 €,45.757127039797936,15.932005767095948,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,2-sobni,1.,40,https://www.njuskalo.hr/nekretnine/projekt-family-dream-stan-botinec-40.71m2-2sobni-pm-sprem-oglas-40062299,1,1
111,120.624 €,45.756336304841,15.928989220332,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,2-sobni,1.,43,https://www.njuskalo.hr/nekretnine/projekt-family-dream-stan-botinec-49.65-m2-2sobni-pm-sprem-oglas-40179725,1,1
112,240.000 €,45.81456816820658,15.91901735270477,Črnomerec,U stambenoj zgradi,Jednoetažni,2-sobni,Prizemlje,65,https://www.njuskalo.hr/nekretnine/stan-zagreb-kustosija-65.00-m2-novogradnja-brijegu-240.000eur-oglas-42067889,1,
113,136.472 €,45.75555850425971,15.932897038426148,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,3-sobni,3.,48,https://www.njuskalo.hr/nekretnine/projekt-family-dream-stan-botinec-58.10m2-3sobni-pm-sprem-oglas-40185011,1,1
114,215.982 €,45.756336304841,15.928989220332,Novi Zagreb - Zapad,U stambenoj zgradi,Jednoetažni,4-sobni,1.,83,https://www.njuskalo.hr/nekretnine/projekt-family-dream-stan-botinec-90.37-m2-4sobni-pm-sprem-oglas-40179958,1,2
115,99.200 €,45.1765,18.050343,Slavonski Brod,U stambenoj zgradi,Jednoetažni,3-sobni,Prizemlje,62,https://www.njuskalo.hr/nekretnine/nas-sestinac-3-sobni-stan-75m2-novogradnja-oglas-41550756,1,1
